user_id,connect_user_id
1332,1330
1330,1332
1338,1326
1326,1338
1340,1332
1332,1340
1332,1241
1241,1332
1326,1241
1241,1326
1326,59
59,1326
59,1241
1241,59
59,1318
1318,59
1326,1111
1111,1326
59,1111
1111,59
59,1313
1313,59
1330,1241
1241,1330
1313,776
776,1313
59,1344
1344,59
1344,470
470,1344
470,1336
1336,470
1318,1313
1313,1318
975,470
470,975
1326,975
975,1326
1313,1326
1326,1313
1318,975
975,1318
1313,975
975,1313
470,1326
1326,470
470,1313
1313,470
1318,1344
1344,1318
1318,543
543,1318
543,1345
1345,543
543,1343
1343,543
543,835
835,543
543,1326
1326,543
464,1343
1343,464
1347,1068
1068,1347
58,1348
1348,58
59,585
585,59
470,1332
1332,470
202,1349
1349,202
1349,1221
1221,1349
470,202
202,470
59,1349
1349,59
1221,1332
1332,1221
1332,202
202,1332
1332,1170
1170,1332
94,58
58,94
94,470
470,94
58,1332
1332,58
1332,975
975,1332
146,975
975,146
146,94
94,146
464,1351
1351,464
585,1351
1351,585
59,1230
1230,59
1351,470
470,1351
1352,464
464,1352
1351,1352
1352,1351
1278,470
470,1278
1352,585
585,1352
1352,470
470,1352
1155,585
585,1155
1356,585
585,1356
1356,1155
1155,1356
1332,1352
1352,1332
1332,585
585,1332
1332,1358
1358,1332
1352,1360
1360,1352
1326,1352
1352,1326
1356,1326
1326,1356
1295,464
464,1295
1352,1366
1366,1352
464,1361
1361,464
1326,464
464,1326
68,1352
1352,68
1326,68
68,1326
1326,1366
1366,1326
1352,1367
1367,1352
1352,1368
1368,1352
1326,1368
1368,1326
1352,94
94,1352
1326,94
94,1326
94,464
464,94
94,1263
1263,94
94,1318
1318,94
1318,988
988,1318
1363,464
464,1363
1352,59
59,1352
1318,1352
1352,1318
1352,160
160,1352
464,1370
1370,464
58,1370
1370,58
58,521
521,58
585,1370
1370,585
1352,1371
1371,1352
1326,1371
1371,1326
1352,1372
1372,1352
1370,1352
1352,1370
160,1370
1370,160
1354,1352
1352,1354
1373,1354
1354,1373
464,1373
1373,464
1354,464
464,1354
59,1354
1354,59
1295,1354
1354,1295
1381,1382
1382,1381
1382,585
585,1382
585,1383
1383,585
585,1376
1376,585
1384,464
464,1384
1382,464
464,1382
585,1384
1384,585
1382,1386
1386,1382
1386,1352
1352,1386
1387,1382
1382,1387
1386,1376
1376,1386
1382,1352
1352,1382
1386,1387
1387,1386
1352,1387
1387,1352
1241,1387
1387,1241
1376,1241
1241,1376
1376,1352
1352,1376
1389,1390
1390,1389
1352,1390
1390,1352
476,1390
1390,476
585,1390
1390,585
1326,1390
1390,1326
585,1326
1326,585
1352,1391
1391,1352
1326,1391
1391,1326
1352,1320
1320,1352
1326,1376
1376,1326
1320,1326
1326,1320
1326,1382
1382,1326
1392,476
476,1392
1318,1382
1382,1318
1318,1392
1392,1318
1380,1318
1318,1380
1392,1326
1326,1392
1380,1352
1352,1380
202,1392
1392,202
1326,1370
1370,1326
1318,1370
1370,1318
1393,1318
1318,1393
1326,1395
1395,1326
1395,1318
1318,1395
502,1318
1318,502
903,1318
1318,903
1370,1068
1068,1370
1318,1068
1068,1318
94,1068
1068,94
1318,1400
1400,1318
1352,1211
1211,1352
1402,1211
1211,1402
1352,1062
1062,1352
1068,1352
1352,1068
94,1332
1332,94
1332,1403
1403,1332
1329,1403
1403,1329
1329,1352
1352,1329
1403,1382
1382,1403
1352,377
377,1352
1352,1404
1404,1352
1332,464
464,1332
1332,543
543,1332
1352,543
543,1352
1241,1407
1407,1241
94,585
585,94
556,94
94,556
1241,1352
1352,1241
975,1352
1352,975
975,1409
1409,975
1221,1352
1352,1221
58,1352
1352,58
1348,59
59,1348
958,1352
1352,958
1392,1412
1412,1392
1412,1382
1382,1412
1413,1352
1352,1413
730,1381
1381,730
585,730
730,585
585,1414
1414,585
1382,521
521,1382
1414,1135
1135,1414
585,1135
1135,585
585,528
528,585
528,502
502,528
1326,1416
1416,1326
1416,1352
1352,1416
1326,528
528,1326
1416,585
585,1416
1382,1416
1416,1382
1382,59
59,1382
1417,1326
1326,1417
1326,1418
1418,1326
1326,1419
1419,1326
1419,1420
1420,1419
1419,543
543,1419
1420,543
543,1420
1326,1420
1420,1326
1416,543
543,1416
799,1326
1326,799
799,528
528,799
528,1153
1153,528
1326,1153
1153,1326
1153,464
464,1153
1326,1421
1421,1326
1037,1416
1416,1037
1326,1037
1037,1326
1153,1121
1121,1153
528,1416
1416,528
1326,58
58,1326
464,1416
1416,464
1416,1423
1423,1416
464,1422
1422,464
1401,464
464,1401
1401,1326
1326,1401
1416,1241
1241,1416
1426,1349
1349,1426
1425,1352
1352,1425
1349,1352
1352,1349
1326,1427
1427,1326
1427,585
585,1427
585,1421
1421,585
831,1428
1428,831
585,1428
1428,585
831,1429
1429,831
1416,831
831,1416
1409,495
495,1409
1352,502
502,1352
1431,719
719,1431
1431,1241
1241,1431
1431,894
894,1431
1431,1352
1352,1431
1431,730
16329,16078
16078,16329
730,1431
1431,1326
1326,1431
730,1111
1111,730
730,1352
1352,730
730,502
502,730
1352,1433
1433,1352
1433,502
502,1433
730,1433
1433,730
502,1431
1431,502
1326,502
502,1326
1326,1435
1435,1326
1326,1433
1433,1326
1352,1434
1434,1352
1352,1436
1436,1352
730,1254
1254,730
1042,1352
1352,1042
1437,1352
1352,1437
1437,68
68,1437
502,521
521,502
502,1378
1378,502
502,1363
1363,502
94,502
502,94
361,1326
1326,361
1326,1437
1437,1326
945,1437
1437,945
1326,945
945,1326
1437,1241
1241,1437
1437,1097
1097,1437
1097,94
94,1097
1097,1326
1326,1097
1326,1445
1445,1326
94,1439
1439,94
1326,1121
1121,1326
1326,1439
1439,1326
94,1121
1121,94
1378,1121
1121,1378
1121,1439
1439,1121
1326,1054
1054,1326
585,1150
1150,585
1448,1450
1450,1448
68,1451
1451,68
68,1448
1448,68
68,94
94,68
1326,1454
1454,1326
1326,63
63,1326
1068,63
63,1068
1459,1352
1352,1459
1352,1457
1457,1352
1378,1326
1326,1378
1326,1363
1363,1326
1363,68
68,1363
1326,1068
1068,1326
1460,94
94,1460
1068,1460
1460,1068
1326,1414
1414,1326
1460,1352
1352,1460
1352,1363
1363,1352
1460,1326
1326,1460
1363,1460
1460,1363
1460,58
58,1460
1326,41
41,1326
41,464
464,41
1352,1036
1036,1352
1352,47
47,1352
1464,47
47,1464
41,59
59,41
1468,1352
1352,1468
1326,1468
1468,1326
1326,1470
1470,1326
1352,1470
1470,1352
1468,94
94,1468
1470,94
94,1470
94,1469
1469,94
1470,1469
1469,1470
1471,94
94,1471
1469,1471
1471,1469
1471,1475
1475,1471
464,1469
1469,464
464,1477
1477,464
1476,464
464,1476
1481,464
464,1481
464,1484
1484,464
47,1484
1484,47
62,585
585,62
58,1382
1382,58
1382,62
62,1382
585,47
47,585
47,684
684,47
1485,585
585,1485
62,1256
1256,62
1256,68
68,1256
16329,16328
1416,94
94,1416
577,94
16328,16329
94,577
47,1510
1510,47
1510,59
59,1510
59,1392
1392,59
1392,1241
1241,1392
59,1515
1515,59
94,1392
1392,94
1392,62
62,1392
1241,58
58,1241
94,1241
1241,94
1363,1392
1392,1363
1392,1518
1518,1392
1518,94
94,1518
1518,1363
1363,1518
1392,1521
1521,1392
1518,1522
1522,1518
1459,1522
1522,1459
1332,105
105,1332
1522,1521
1521,1522
1522,1332
1332,1522
1521,1241
1241,1521
1523,1241
1241,1523
1256,1241
1241,1256
311,418
418,311
463,311
311,463
418,59
59,418
418,574
574,418
58,64
64,58
64,62
62,64
63,64
64,63
38,64
64,38
1536,58
58,1536
68,1428
1428,68
68,1384
1384,68
1384,58
58,1384
958,668
668,958
94,1422
1422,94
1422,1121
1121,1422
64,68
68,64
38,202
202,38
585,1545
1545,585
585,1546
1546,585
585,1536
1536,585
1536,1546
1546,1536
1548,202
202,1548
464,1546
1546,464
38,1548
1548,38
585,1551
1551,585
923,470
470,923
585,923
923,585
470,1546
1546,470
869,1556
1556,869
470,1558
1558,470
470,1559
1559,470
1559,464
464,1559
68,63
63,68
470,68
68,470
1559,1416
1416,1559
1416,1121
1121,1416
1559,1437
1437,1559
1559,1241
1241,1559
41,436
436,41
62,436
436,62
436,63
63,436
1559,862
862,1559
1561,1559
1559,1561
1559,556
556,1559
476,1468
1468,476
556,1468
1468,556
476,1559
1559,476
1559,1376
1376,1559
476,1376
1376,476
1559,1468
1468,1559
1559,1121
1121,1559
1468,1121
1121,1468
1121,1509
1509,1121
1559,890
890,1559
1468,1509
1509,1468
890,1468
1468,890
1509,476
476,1509
1559,1382
1382,1559
1559,1546
1546,1559
1559,585
585,1559
1565,1460
1460,1565
585,1468
1468,585
1559,1565
1565,1559
1460,1559
1559,1460
1460,476
476,1460
1468,1460
1460,1468
1460,1560
1560,1460
1559,68
68,1559
1468,68
68,1468
1559,64
64,1559
1559,1550
1550,1559
1468,1550
1550,1468
1460,1573
1573,1460
1559,1574
1574,1559
1460,1574
1574,1460
1460,1510
1510,1460
1468,58
58,1468
1559,146
146,1559
1559,58
58,1559
476,1510
1510,476
1468,1363
1363,1468
1510,146
146,1510
1460,146
146,1460
1559,1510
1510,1559
470,1468
1468,470
1381,1468
1468,1381
1510,1381
1381,1510
1468,1510
1510,1468
470,1363
1363,470
845,1468
1468,845
730,1468
1468,730
1559,1363
1363,1559
1460,64
64,1460
1381,1591
1591,1381
1468,64
64,1468
1559,1600
1600,1559
1604,1559
1559,1604
1602,1559
1559,1602
470,1604
1604,470
730,1460
1460,730
851,1468
1468,851
1604,1460
1460,1604
1460,1607
1607,1460
1559,1608
1608,1559
1460,1608
1608,1460
1607,1559
1559,1607
1604,1609
1609,1604
1604,464
464,1604
1602,1468
1468,1602
1609,1559
1559,1609
1604,580
580,1604
1607,1609
1609,1607
436,58
58,436
1559,1381
1381,1559
1559,1615
1615,1559
1559,1617
1617,1559
1468,1617
1617,1468
1617,585
585,1617
1559,1626
1626,1559
1624,585
585,1624
1626,585
585,1626
1559,1634
1634,1559
1559,1633
1633,1559
1559,851
851,1559
1518,851
851,1518
1518,1559
1559,1518
1518,1468
1468,1518
851,1637
1637,851
851,1241
1241,851
1559,1637
1637,1559
1559,1645
1645,1559
146,1649
1649,146
1649,1559
1559,1649
1649,1651
1651,1649
1651,1559
1559,1651
146,68
68,146
1662,1468
1468,1662
585,1392
1392,585
585,1363
1363,585
1468,1669
1669,1468
1468,1343
1343,1468
1669,1343
1343,1669
1676,1669
1669,1676
1669,68
68,1669
58,1675
1675,58
1677,1680
1680,1677
1669,1683
1683,1669
68,1684
1684,68
1684,1669
1669,1684
1685,68
68,1685
1684,1685
1685,1684
1669,1546
1546,1669
1669,1241
1241,1669
1693,1694
1694,1693
905,1697
1697,905
1468,1376
1376,1468
1468,1684
1684,1468
1468,1675
1675,1468
1675,585
585,1675
1468,998
998,1468
1468,62
62,1468
62,146
146,62
1468,1709
1709,1468
1709,63
63,1709
68,1710
1710,68
1712,1716
1716,1712
146,1723
1723,146
464,1669
1669,464
1669,1732
1732,1669
1732,1363
1363,1732
1732,464
464,1732
464,1376
1376,464
1732,1737
1737,1732
1685,1468
1468,1685
1736,1732
1732,1736
1685,1736
1736,1685
1732,1685
1685,1732
1740,1732
1732,1740
1518,1732
1732,1518
58,1518
1518,58
450,1732
1732,450
436,38
38,436
1518,450
450,1518
1518,1204
1204,1518
1732,1204
1204,1732
1204,450
450,1204
1732,1742
1742,1732
58,38
38,58
160,1732
1732,160
1744,160
160,1744
68,436
436,68
38,68
68,38
476,1150
1150,476
1732,1468
1468,1732
476,1732
1732,476
476,1546
1546,476
1753,1468
1468,1753
1732,68
68,1732
1732,1754
1754,1732
68,1657
1657,68
68,1762
1762,68
68,719
719,68
585,1770
1770,585
585,1732
1732,585
1746,68
68,1746
1783,1732
1732,1783
1732,845
845,1732
1783,845
845,1783
1783,1720
1720,1783
1720,1732
1732,1720
1732,1793
1793,1732
1783,1793
1793,1783
1793,1363
1363,1793
1732,62
62,1732
1363,1783
1783,1363
62,1796
1796,62
1363,1796
1796,1363
1720,62
62,1720
1363,1720
1720,1363
1732,1796
1796,1732
1720,58
58,1720
1363,62
62,1363
1732,1797
1797,1732
1468,1797
1797,1468
1732,1460
1460,1732
1805,1468
1468,1805
1803,1363
1363,1803
1468,1803
1803,1468
1460,1803
1803,1460
1805,1732
1732,1805
1720,1460
1460,1720
1363,1194
1194,1363
1460,1194
1194,1460
1720,1194
1194,1720
1720,1468
1468,1720
1732,1751
1751,1732
1820,1732
1732,1820
1823,1732
1732,1823
1828,1732
1732,1828
1732,1829
1829,1732
1732,1847
1847,1732
1732,1846
1846,1732
1866,58
58,1866
12738,16330
58,1859
1859,58
16330,12738
58,1867
1867,58
58,1868
1868,58
1121,1241
1241,1121
975,1468
1468,975
1859,1871
1871,1859
1872,1871
1871,1872
1876,1878
1878,1876
1876,1241
1241,1876
1876,470
470,1876
470,450
450,470
470,1872
1872,470
1754,1883
1883,1754
1883,1876
1876,1883
1876,1884
1884,1876
1876,1121
1121,1876
1887,1886
1886,1887
450,1876
1876,450
1876,1784
1784,1876
1784,1886
1886,1784
1784,1546
1546,1784
450,1546
1546,450
450,721
721,450
450,476
476,450
450,1468
1468,450
450,1760
1760,450
1876,1760
1760,1876
1876,1893
1893,1876
1876,1894
1894,1876
450,1894
1894,450
450,1895
1895,450
1895,1894
1894,1895
1876,1898
1898,1876
1876,68
68,1876
1876,1367
1367,1876
1899,1194
1194,1899
1900,58
58,1900
1784,450
450,1784
1876,1903
1903,1876
1784,975
975,1784
311,436
436,311
1468,1784
1784,1468
1468,1876
1876,1468
975,1876
1876,975
38,311
311,38
450,1905
1905,450
975,1903
1903,975
1906,1784
1784,1906
450,1910
1910,450
1909,1784
1784,1909
1906,1908
1908,1906
1909,1906
1906,1909
1909,1907
1907,1909
16330,16331
16331,16330
450,1892
1892,450
1121,1784
1784,1121
1909,1911
1911,1909
450,1911
1911,450
1892,1909
1909,1892
1892,1911
1911,1892
1912,1911
1911,1912
1908,1892
1892,1908
1892,58
58,1892
1784,1908
1908,1784
1784,1911
1911,1784
1912,1913
1913,1912
1892,1913
1913,1892
1892,1912
1912,1892
450,1913
1913,450
1784,1914
1914,1784
450,1914
1914,450
1913,1784
1784,1913
1913,1911
1911,1913
1913,1876
1876,1913
1914,1916
1916,1914
1909,1914
1914,1909
1876,1915
1915,1876
1784,1917
1917,1784
1917,450
450,1917
1914,1917
1917,1914
1918,1784
1784,1918
450,1920
1920,450
577,1920
1920,577
1784,1668
1668,1784
1784,58
58,1784
450,1918
1918,450
1876,1918
1918,1876
1917,1918
1918,1917
1919,1784
1784,1919
1916,1784
1784,1916
1876,1916
1916,1876
1921,1784
1784,1921
1784,577
577,1784
1921,1876
1876,1921
450,1922
1922,450
450,1150
1150,450
1784,1150
1150,1784
1921,1923
1923,1921
450,1194
1194,450
1924,1923
1923,1924
1194,1921
1921,1194
1924,1921
1921,1924
1924,1876
1876,1924
450,1925
1925,450
1784,1925
1925,1784
450,1903
1903,450
450,1805
1805,450
450,1937
1937,450
1692,1937
1937,1692
1912,1876
1876,1912
450,1912
1912,450
1937,1912
1912,1937
450,1241
1241,450
1241,1940
1940,1241
450,1945
1945,450
1945,1732
1732,1945
1949,1950
1950,1949
1954,1956
1956,1954
1954,1784
1784,1954
1954,1958
1958,1954
450,1954
1954,450
1954,1959
1959,1954
1463,1954
1954,1463
1463,1959
1959,1463
1463,1963
1963,1463
1954,1950
1950,1954
1954,160
160,1954
1954,1964
1964,1954
1954,1909
1909,1954
1954,1242
1242,1954
450,831
831,450
450,1965
1965,450
1965,1954
1954,1965
1954,1966
1966,1954
958,1954
1954,958
1954,1468
1468,1954
958,1468
1468,958
1968,1468
1468,1968
1954,1968
1968,1954
1468,1967
1967,1468
1954,1978
1978,1954
1954,1979
1979,1954
62,66
66,62
1954,68
68,1954
58,1903
1903,58
1954,1746
1746,1954
1416,1954
1954,1416
1954,1121
1121,1954
1954,1918
1918,1954
1954,58
58,1954
1903,476
476,1903
1416,1903
1903,1416
476,1954
1954,476
1903,1982
1982,1903
1983,1416
1416,1983
68,1903
1903,68
1954,1675
1675,1954
58,1416
1416,58
1954,1988
1988,1954
62,1241
1241,62
62,1954
1954,62
1990,1954
1954,1990
107,66
66,107
1672,1954
1954,1672
58,1919
1919,58
68,66
66,68
27,68
68,27
58,1994
1994,58
1468,1990
1990,1468
1994,1468
1468,1994
58,1985
1985,58
58,1997
1997,58
58,1993
1993,58
1999,1993
1993,1999
1918,1993
1993,1918
2002,1993
1993,2002
1993,2004
2004,1993
2004,1912
1912,2004
1993,1912
1912,1993
1993,2003
2003,1993
1912,1561
1561,1912
1918,1468
1468,1918
58,1918
1918,58
1468,1993
1993,1468
2004,58
58,2004
2007,1993
1993,2007
1993,1872
1872,1993
1590,1062
1062,1590
476,1872
1872,476
2004,1241
1241,2004
58,1906
1906,58
1460,2004
2004,1460
2009,2008
2008,2009
1993,1906
1906,1993
1655,1121
1121,1655
1993,1121
1121,1993
1906,1468
1468,1906
1993,2010
2010,1993
1468,1959
1959,1468
1468,1585
1585,1468
2021,1972
1972,2021
2021,1993
1993,2021
2007,2022
2022,2007
476,47
47,476
47,1468
1468,47
62,1194
1194,62
47,2024
2024,47
146,2030
2030,146
146,1872
1872,146
418,62
62,418
418,47
47,418
146,958
958,146
58,2033
2033,58
1318,1973
1973,1318
1318,1241
1241,1318
2037,1546
1546,2037
470,1549
1549,470
1549,2039
2039,1549
975,2040
2040,975
585,1647
1647,585
1468,1680
1680,1468
585,1680
1680,585
418,585
585,418
418,975
975,418
463,47
47,463
1549,47
47,1549
2047,47
47,2047
2047,2048
2048,2047
62,2049
2049,62
68,1194
1194,68
1416,1468
1468,1416
1468,1384
1384,1468
1416,62
62,1416
2056,1416
1416,2056
975,1416
1416,975
62,2056
2056,62
975,2056
2056,975
1468,1036
1036,1468
1468,2058
2058,1468
1468,2060
2060,1468
1468,2057
2057,1468
1468,2059
2059,1468
1468,1840
1840,1468
2057,1840
1840,2057
1968,2057
2057,1968
2057,2062
2062,2057
2057,2060
2060,2057
2057,2064
2064,2057
2060,2062
2062,2060
2057,1460
1460,2057
2061,2057
2057,2061
2057,2066
2066,2057
2067,1376
1376,2067
2067,1318
1318,2067
1318,2068
2068,1318
2069,2068
2068,2069
2069,1460
1460,2069
1460,1318
1318,1460
1318,2069
2069,1318
1318,2070
2070,1318
2070,476
476,2070
1318,685
685,1318
2070,685
685,2070
685,1416
1416,685
1318,1416
1416,1318
1416,476
476,1416
1416,2070
2070,1416
1416,2073
2073,1416
1318,62
62,1318
1318,2074
2074,1318
1416,2074
2074,1416
1318,58
58,1318
1318,68
68,1318
