user_id,connect_user_id
160,485
485,160
160,574
574,160
580,160
160,580
646,336
336,646
577,336
336,577
336,648
648,336
543,577
577,543
441,543
543,441
441,653
653,441
639,543
543,639
543,631
631,543
610,543
543,610
543,530
530,543
543,655
655,543
441,655
655,441
655,610
610,655
117,610
610,117
117,580
580,117
625,655
655,625
625,62
62,625
441,625
625,441
62,658
658,62
62,577
577,62
658,659
659,658
577,625
625,577
62,660
660,62
62,580
580,62
62,623
623,62
62,587
587,62
587,472
472,587
577,587
587,577
587,585
585,587
577,585
585,577
585,58
58,585
615,587
587,615
587,611
611,587
58,625
625,58
58,587
587,58
58,675
675,58
58,580
580,58
580,673
673,580
117,585
585,117
580,648
648,580
117,676
676,117
117,678
678,117
585,679
679,585
585,680
680,585
530,441
441,530
585,681
681,585
58,682
682,58
441,587
587,441
530,684
684,530
683,673
673,683
587,685
685,587
495,685
685,495
441,685
685,441
472,441
441,472
678,685
685,678
685,58
58,685
472,685
685,472
587,575
575,587
587,530
530,587
587,683
683,587
685,683
683,685
530,585
585,530
530,683
683,530
685,530
530,685
683,472
472,683
472,530
530,472
587,686
686,587
587,690
690,587
117,472
472,117
587,580
580,587
62,530
530,62
117,543
543,117
543,554
554,543
117,554
554,117
117,683
683,117
683,543
543,683
62,472
472,62
543,472
472,543
117,504
504,117
543,504
504,543
554,694
694,554
504,62
62,504
504,472
472,504
504,554
554,504
695,678
678,695
543,695
695,543
577,696
696,577
696,543
543,696
543,697
697,543
543,587
587,543
543,58
58,543
543,693
693,543
587,693
693,587
587,625
625,587
587,711
711,587
543,711
711,543
580,472
472,580
543,580
580,543
711,556
556,711
587,556
556,587
587,63
63,587
117,556
556,117
117,521
521,117
719,580
580,719
719,476
476,719
715,577
577,715
577,476
476,577
587,464
464,587
464,577
577,464
464,723
723,464
464,543
543,464
723,543
543,723
476,724
724,476
476,543
543,476
464,476
476,464
543,728
728,543
476,729
729,476
728,729
729,728
728,730
730,728
732,577
577,732
732,501
501,732
732,543
543,732
543,724
724,543
543,737
737,543
554,705
705,554
464,160
160,464
464,550
550,464
741,464
464,741
577,745
745,577
746,577
577,746
464,748
748,464
472,464
464,472
160,735
735,160
580,464
464,580
464,751
751,464
752,577
577,752
183,58
58,183
58,476
476,58
654,464
464,654
476,117
117,476
464,756
756,464
464,183
183,464
464,673
673,464
756,479
479,756
556,750
750,556
556,683
683,556
685,556
556,685
685,759
759,685
685,476
476,685
585,759
759,585
759,530
530,759
585,479
479,585
479,759
759,479
530,479
479,530
762,585
585,762
585,579
579,585
585,441
441,585
498,543
543,498
728,464
464,728
441,577
577,441
117,577
577,117
117,770
770,117
577,470
470,577
625,470
470,625
625,476
476,625
470,460
460,470
470,772
772,470
470,464
464,470
464,556
556,464
470,336
336,470
336,464
464,336
543,336
336,543
543,470
470,543
587,479
479,587
464,776
776,464
470,585
585,470
585,543
543,585
585,336
336,585
470,779
779,470
464,779
779,464
585,779
779,585
646,464
464,646
543,646
646,543
646,460
460,646
779,646
646,779
464,585
585,464
585,646
646,585
464,732
732,464
464,124
124,464
779,543
543,779
577,460
460,577
470,776
776,470
460,464
464,460
728,585
585,728
779,776
776,779
585,776
776,585
776,460
460,776
464,786
786,464
779,786
786,779
776,787
787,776
464,787
787,464
786,776
776,786
776,785
785,776
785,779
779,785
786,785
785,786
776,646
646,776
728,776
776,728
460,585
585,460
502,786
786,502
791,464
464,791
791,776
776,791
794,776
776,794
464,794
794,464
464,620
620,464
776,792
792,776
794,620
620,794
776,780
780,776
577,776
776,577
470,799
799,470
776,476
476,776
776,799
799,776
476,799
799,476
587,776
776,587
587,799
799,587
799,502
502,799
336,502
502,336
502,464
464,502
502,805
805,502
587,805
805,587
587,673
673,587
587,135
135,587
336,587
587,336
502,472
472,502
464,788
788,464
502,788
788,502
502,673
673,502
502,476
476,502
502,810
810,502
464,802
802,464
502,802
802,502
464,479
479,464
479,502
502,479
464,810
810,464
502,556
556,502
502,779
779,502
502,595
595,502
814,595
595,814
595,778
778,595
502,778
778,502
464,595
595,464
502,816
816,502
595,556
556,595
502,817
817,502
595,476
476,595
817,595
595,817
817,776
776,817
595,593
593,595
595,776
776,595
502,593
593,502
556,673
673,556
776,556
556,776
502,776
776,502
595,479
479,595
479,673
673,479
776,479
479,776
479,476
476,479
502,621
621,502
621,759
759,621
823,595
595,823
502,759
759,502
595,773
773,595
773,476
476,773
502,823
823,502
464,773
773,464
502,773
773,502
711,464
464,711
795,711
711,795
464,795
795,464
795,773
773,795
464,792
792,464
773,792
792,773
795,818
818,795
792,479
479,792
792,795
795,792
773,824
824,773
795,62
62,795
621,795
795,621
795,476
476,795
621,464
464,621
621,476
476,621
464,823
823,464
795,441
441,795
831,68
68,831
837,831
831,837
68,837
837,68
835,479
479,835
479,62
62,479
837,838
838,837
62,838
838,62
839,58
58,839
834,58
58,834
41,68
68,41
834,62
62,834
834,476
476,834
840,834
834,840
476,68
68,476
834,68
68,834
476,840
840,476
68,840
840,68
577,646
646,577
834,577
577,834
472,319
319,472
792,319
319,792
479,834
834,479
68,841
841,68
844,841
841,844
68,843
843,68
845,841
841,845
464,845
845,464
834,845
845,834
841,834
834,841
846,68
68,846
786,68
68,786
846,479
479,846
846,841
841,846
841,792
792,841
479,841
841,479
464,841
841,464
479,845
845,479
845,792
792,845
845,460
460,845
556,841
841,556
841,41
41,841
41,792
792,41
792,58
58,792
41,556
556,41
41,845
845,41
563,41
41,563
15497,16327
16327,15497
792,684
684,792
58,684
684,58
792,833
833,792
833,556
556,833
786,833
833,786
556,786
786,556
841,786
786,841
841,833
833,841
684,786
786,684
833,684
684,833
792,786
786,792
684,841
841,684
58,689
689,58
556,792
792,556
841,58
58,841
689,684
684,689
786,689
689,786
786,479
479,786
786,58
58,786
786,579
579,786
786,850
850,786
840,57
57,840
556,852
852,556
556,811
811,556
59,336
336,59
556,799
799,556
799,858
858,799
470,646
646,470
470,862
862,470
470,863
863,470
470,476
476,470
867,70
70,867
867,780
780,867
70,780
780,70
799,780
780,799
70,799
799,70
779,799
799,779
470,70
70,470
867,799
799,867
779,868
868,779
585,799
799,585
585,869
869,585
869,464
464,869
470,869
869,470
799,464
464,799
543,852
852,543
587,871
871,587
543,799
799,543
871,799
799,871
587,470
470,587
543,811
811,543
799,811
811,799
587,869
869,587
543,869
869,543
872,464
464,872
464,68
68,464
470,452
452,470
59,795
795,59
470,851
851,470
470,730
730,470
464,851
851,464
795,254
254,795
795,851
851,795
254,831
831,254
470,845
845,470
851,730
730,851
254,851
851,254
831,730
730,831
254,250
250,254
464,254
254,464
851,250
250,851
254,92
92,254
68,254
254,68
464,92
92,464
254,845
845,254
92,68
68,92
845,851
851,845
845,795
795,845
92,795
795,92
68,845
845,68
68,730
730,68
851,68
68,851
795,730
730,795
845,730
730,845
795,452
452,795
452,845
845,452
452,577
577,452
577,795
795,577
730,577
577,730
577,845
845,577
476,730
730,476
730,879
879,730
881,464
464,881
464,882
882,464
879,464
464,879
811,730
730,811
811,464
464,811
730,464
464,730
58,811
811,58
811,476
476,811
730,881
881,730
464,883
883,464
882,730
730,882
464,549
549,464
889,585
585,889
470,621
621,470
621,786
786,621
786,889
889,786
894,464
464,894
160,665
665,160
899,859
859,899
543,502
502,543
795,858
858,795
795,543
543,795
502,851
851,502
795,479
479,795
851,543
543,851
502,795
795,502
543,684
684,543
543,685
685,543
464,685
685,464
621,685
685,621
685,851
851,685
851,621
621,851
160,621
621,160
464,900
900,464
160,901
901,160
858,851
851,858
858,621
621,858
858,160
160,858
476,160
160,476
901,858
858,901
795,796
796,795
776,795
795,776
905,795
795,905
776,905
905,776
776,160
160,776
160,906
906,160
903,160
160,903
903,776
776,903
903,684
684,903
160,907
907,160
903,476
476,903
160,890
890,160
905,786
786,905
911,160
160,911
911,786
786,911
160,684
684,160
786,452
452,786
689,502
502,689
160,786
786,160
689,160
160,689
160,502
502,160
476,912
912,476
476,474
474,476
914,845
845,914
914,479
479,914
464,903
903,464
915,464
464,915
464,916
916,464
476,916
916,476
841,903
903,841
845,903
903,845
792,903
903,792
919,903
903,919
918,903
903,918
464,919
919,464
918,919
919,918
903,556
556,903
585,476
476,585
575,845
845,575
575,476
476,575
845,585
585,845
869,476
476,869
476,845
845,476
585,921
921,585
851,476
476,851
845,863
863,845
476,863
863,476
869,851
851,869
476,921
921,476
921,851
851,921
845,921
921,845
845,859
859,845
851,859
859,851
859,921
921,859
845,922
922,845
556,859
859,556
859,464
464,859
859,792
792,859
851,792
792,851
859,924
924,859
859,786
786,859
859,884
884,859
921,577
577,921
577,859
859,577
792,585
585,792
871,792
792,871
871,585
585,871
903,928
928,903
556,928
928,556
903,502
502,903
502,928
928,502
903,799
799,903
776,845
845,776
845,502
502,845
845,556
556,845
845,62
62,845
62,556
556,62
556,68
68,556
62,933
933,62
936,845
845,936
577,479
479,577
940,58
58,940
577,58
58,577
58,869
869,58
869,577
577,869
464,943
943,464
464,831
831,464
577,943
943,577
464,946
946,464
585,903
903,585
585,68
68,585
585,947
947,585
587,903
903,587
903,577
577,903
587,476
476,587
587,949
949,587
903,470
470,903
587,862
862,587
903,862
862,903
799,577
577,799
470,487
487,470
776,487
487,776
587,487
487,587
470,945
945,470
464,945
945,464
799,632
632,799
891,905
905,891
954,621
621,954
577,621
621,577
464,634
634,464
956,62
62,956
62,502
502,62
502,247
247,502
502,905
905,502
909,502
502,909
909,905
905,909
958,858
858,958
858,502
502,858
464,952
952,464
952,502
502,952
502,879
879,502
903,950
950,903
903,745
745,903
776,745
745,776
903,859
859,903
859,932
932,859
903,479
479,903
859,615
615,859
859,479
479,859
859,476
476,859
903,615
615,903
476,94
94,476
59,776
776,59
59,577
577,59
963,59
59,963
464,963
963,464
869,59
59,869
59,786
786,59
464,247
247,464
951,963
963,951
464,951
951,464
963,585
585,963
951,585
585,951
464,940
940,464
464,890
890,464
940,487
487,940
464,969
969,464
969,68
68,969
970,464
464,970
970,945
945,970
476,945
945,476
890,945
945,890
464,907
907,464
94,776
776,94
776,971
971,776
450,94
94,450
476,971
971,476
776,450
450,776
945,971
971,945
945,776
776,945
859,926
926,859
776,859
859,776
974,975
975,974
903,890
890,903
464,971
971,464
476,976
976,476
976,549
549,976
976,58
58,976
976,980
980,976
980,981
981,980
981,585
585,981
585,625
625,585
890,799
799,890
585,982
982,585
903,975
975,903
62,975
975,62
903,884
884,903
903,58
58,903
799,58
58,799
464,984
984,464
450,464
464,450
450,681
681,450
464,985
985,464
68,59
59,68
464,976
976,464
986,464
464,986
792,988
988,792
464,988
988,464
539,585
585,539
988,585
585,988
464,819
819,464
464,991
991,464
991,792
792,991
464,992
992,464
903,993
993,903
903,932
932,903
799,995
995,799
903,439
439,903
183,903
903,183
903,881
881,903
577,997
997,577
903,997
997,903
577,556
556,577
997,799
799,997
972,997
997,972
999,464
464,999
859,1003
1003,859
975,859
859,975
997,975
975,997
59,975
975,59
859,799
799,859
975,464
464,975
975,479
479,975
450,851
851,450
975,587
587,975
464,58
58,464
58,975
975,58
1014,795
795,1014
94,418
418,94
130,975
975,130
439,776
776,439
776,908
908,776
580,975
975,580
776,975
975,776
580,776
776,580
577,831
831,577
903,543
543,903
577,975
975,577
577,945
945,577
585,92
92,585
903,1019
1019,903
585,831
831,585
472,585
585,472
1020,472
472,1020
1020,585
585,1020
585,57
57,585
903,1021
1021,903
585,1021
1021,585
779,59
59,779
58,779
779,58
58,1023
1023,58
975,1024
1024,975
975,869
869,975
975,585
585,975
975,1025
1025,975
585,1025
1025,585
585,1026
1026,585
975,1026
1026,975
439,585
585,439
464,1026
1026,464
464,286
286,464
464,1025
1025,464
464,1030
1030,464
1030,1031
1031,1030
464,1031
1031,464
1031,1033
1033,1031
464,1033
1033,464
1036,992
992,1036
1036,1034
1034,1036
1033,1037
1037,1033
1037,1030
1030,1037
1040,1037
1037,1040
1037,464
464,1037
464,487
487,464
487,549
549,487
487,909
909,487
476,1030
1030,476
1054,956
956,1054
464,495
495,464
146,1060
1060,146
146,1033
1033,146
1033,833
833,1033
464,146
146,464
464,1060
1060,464
464,1062
1062,464
1020,903
903,1020
903,1062
1062,903
1020,1064
1064,1020
903,1060
1060,903
146,1066
1066,146
556,1067
1067,556
903,146
146,903
903,1067
1067,903
903,1023
1023,903
903,1063
1063,903
903,1068
1068,903
476,146
146,476
903,308
308,903
945,146
146,945
62,1063
1063,62
62,730
730,62
160,792
792,160
146,127
127,146
464,1073
1073,464
146,1074
1074,146
464,377
377,464
377,1075
1075,377
464,1076
1076,464
788,1076
1076,788
1077,464
464,1077
146,1076
1076,146
1078,464
464,1078
1078,588
588,1078
1062,1083
1083,1062
1085,135
135,1085
146,1080
1080,146
1085,464
464,1085
464,1086
1086,464
580,999
999,580
1094,1095
1095,1094
1098,975
975,1098
1103,464
464,1103
577,1105
1105,577
58,1110
1110,58
68,1112
1112,68
58,1112
1112,58
1112,1113
1113,1112
464,1113
1113,464
1113,58
58,1113
68,1113
1113,68
58,1114
1114,58
450,58
58,450
585,502
502,585
450,585
585,450
1116,975
975,1116
1036,58
58,1036
947,58
58,947
464,1121
1121,464
1121,58
58,1121
58,1122
1122,58
975,1121
1121,975
1030,1121
1121,1030
1030,975
975,1030
975,1124
1124,975
1121,1124
1124,1121
464,1124
1124,464
903,1126
1126,903
1121,1126
1126,1121
903,1121
1121,903
476,1121
1121,476
450,1128
1128,450
450,1129
1129,450
1109,1130
1130,1109
450,1131
1131,450
1131,464
464,1131
450,1121
1121,450
1131,1134
1134,1131
1121,1134
1134,1121
1135,1121
1121,1135
1135,450
450,1135
1135,1136
1136,1135
450,975
975,450
68,1121
1121,68
1136,1062
1062,1136
1062,1121
1121,1062
68,1062
1062,68
464,1137
1137,464
1121,160
160,1121
975,476
476,975
336,903
903,336
336,1140
1140,336
975,1140
1140,975
336,975
975,336
975,1141
1141,975
1143,58
58,1143
1136,68
68,1136
903,68
68,903
958,1146
1146,958
1146,903
903,1146
903,1145
1145,903
1146,1143
1143,1146
464,1145
1145,464
903,1050
1050,903
464,1150
1150,464
1150,773
773,1150
1151,903
903,1151
903,1156
1156,903
903,1155
1155,903
903,450
450,903
903,861
861,903
903,1135
1135,903
861,464
464,861
861,862
862,861
1116,903
903,1116
1074,903
903,1074
903,1136
1136,903
1150,903
903,1150
903,1143
1143,903
1102,464
464,1102
1159,464
464,1159
502,1159
1159,502
1137,502
502,1137
1143,1137
1137,1143
502,1143
1143,502
903,1137
1137,903
1060,1137
1137,1060
549,1137
1137,549
1060,773
773,1060
549,1060
1060,549
1060,1162
1162,1060
1137,1162
1162,1137
1121,1162
1162,1121
903,1162
1162,903
476,1162
1162,476
903,958
958,903
464,958
958,464
1164,903
903,1164
1135,476
476,1135
1165,903
903,1165
1135,1165
1165,1135
1165,916
916,1165
916,903
903,916
464,47
47,464
916,1121
1121,916
476,137
137,476
1121,137
137,1121
464,137
137,464
1164,464
464,1164
1036,1170
1170,1036
1036,464
464,1036
1168,1036
1036,1168
1168,464
464,1168
464,1172
1172,464
585,1172
1172,585
1175,585
585,1175
1175,464
464,1175
502,146
146,502
146,730
730,146
1180,464
464,1180
146,851
851,146
903,673
673,903
851,673
673,851
146,1150
1150,146
1127,1150
1150,1127
851,1150
1150,851
851,903
903,851
903,1158
1158,903
502,1190
1190,502
146,1158
1158,146
903,1191
1191,903
502,58
58,502
502,1191
1191,502
502,1189
1189,502
920,502
502,920
1192,642
642,1192
577,502
502,577
1192,1194
1194,1192
58,1194
1194,58
1195,502
502,1195
502,719
719,502
146,719
719,146
1196,502
502,1196
1197,502
502,1197
788,719
719,788
945,951
951,945
719,903
903,719
951,903
903,951
788,1199
1199,788
945,788
788,945
903,788
788,903
903,1198
1198,903
903,1194
1194,903
719,1194
1194,719
1194,146
146,1194
502,1194
1194,502
502,1204
1204,502
502,383
383,502
1192,851
851,1192
1194,851
851,1194
502,1207
1207,502
1207,383
383,1207
851,383
383,851
502,684
684,502
903,383
383,903
1211,1212
1212,1211
1211,1213
1213,1211
585,1214
1214,585
681,1102
1102,681
556,975
975,556
769,146
146,769
146,1211
1211,146
146,470
470,146
470,719
719,470
470,1121
1121,470
470,525
525,470
556,1121
1121,556
1121,585
585,1121
585,1221
1221,585
585,556
556,585
585,1122
1122,585
585,1036
1036,585
464,1227
1227,464
1228,776
776,1228
1213,464
464,1213
464,1229
1229,464
945,1213
1213,945
1230,1213
1213,1230
464,1230
1230,464
1213,1135
1135,1213
464,1135
1135,464
1232,464
464,1232
464,1233
1233,464
1235,1232
1232,1235
1235,464
464,1235
1240,464
464,1240
1232,1240
1240,1232
1239,1232
1232,1239
1240,1239
1239,1240
1239,1235
1235,1239
1240,1242
1242,1240
1239,1230
1230,1239
1230,1232
1232,1230
1239,1233
1233,1239
1230,1242
1242,1230
1245,1230
1230,1245
1245,1233
1233,1245
1245,1241
1241,1245
1241,1233
1233,1241
1111,1245
1245,1111
1121,1249
1249,1121
1249,1213
1213,1249
1250,464
464,1250
464,1249
1249,464
1167,1249
1249,1167
464,1252
1252,464
851,1250
1250,851
1256,1213
1213,1256
1121,1251
1251,1121
1121,1263
1263,1121
851,1263
1263,851
903,1266
1266,903
585,1256
1256,585
585,1213
1213,585
585,1211
1211,585
851,1213
1213,851
1213,903
903,1213
1273,580
580,1273
1213,1273
1273,1213
464,1278
1278,464
1278,585
585,1278
464,1279
1279,464
1213,975
975,1213
998,975
975,998
464,1214
1214,464
1214,1279
1279,1214
464,1294
1294,464
476,1294
1294,476
1241,1294
1294,1241
476,1241
1241,476
1297,1294
1294,1297
464,1302
1302,464
890,1241
1241,890
1294,903
903,1294
903,1241
1241,903
464,1241
1241,464
851,1304
1304,851
851,1256
1256,851
1060,1256
1256,1060
1256,476
476,1256
68,1296
1296,68
1296,476
476,1296
1307,1296
1296,1307
1296,882
882,1296
1296,1149
1149,1296
1241,1296
1296,1241
464,909
909,464
62,909
909,62
62,1298
1298,62
464,1313
1313,464
1150,1313
1313,1150
47,1313
1313,47
1314,1204
1204,1314
1204,464
464,1204
476,1318
1318,476
585,851
851,585
1318,464
464,1318
1318,585
585,1318
476,1198
1198,476
1318,1320
1320,1318
1318,1322
1322,1318
1322,464
464,1322
1322,585
585,1322
1279,585
585,1279
476,1279
1279,476
1318,556
556,1318
476,1315
1315,476
1318,1326
1326,1318
1326,476
476,1326
1315,556
556,1315
1326,62
62,1326
1328,1318
1318,1328
160,1318
1318,160
1328,160
160,1328
1326,1328
1328,1326
1326,160
160,1326
1318,1296
1296,1318
1296,1326
1326,1296
1318,1178
1178,1318
1326,1178
1178,1326
1178,1296
1296,1178
1326,1329
1329,1326
1329,1318
1318,1329
1326,1330
1330,1326
1326,1213
1213,1326
1213,1330
1330,1213
1050,1326
1326,1050
1326,183
183,1326
1326,1321
1321,1326
1326,1331
1331,1326
1331,1332
1332,1331
1326,1332
1332,1326
1332,903
903,1332
1326,903
903,1326
1326,1335
1335,1326
1332,1335
1335,1332
