user_id,connect_user_id,ratings
7794,10963,1
311,10963,1
10963,311,1
10941,7794,1
7794,10941,1
10963,10965,1
10965,10963,1
10941,10965,1
10965,10941,1
10964,10963,1
10963,10964,1
311,10964,1
10964,311,1
10963,10952,1
10952,10963,1
10963,10913,1
10913,10963,1
10918,10963,1
10963,10918,1
10969,10913,6
10913,10969,6
10945,10970,1
10970,10945,1
10970,10871,1
10871,10970,1
10969,10918,5
10918,10969,5
10969,10952,7
10952,10969,7
9275,10913,1
10913,9275,1
8078,10913,2
10913,8078,2
10952,10973,1
10973,10952,1
10974,10937,1
10937,10974,1
10974,10975,1
10975,10974,1
10978,10977,1
10977,10978,1
10980,9654,4
9654,10980,4
9654,10477,1
10477,9654,1
9654,10981,1
10981,9654,1
10477,10311,1
10311,10477,1
10477,10982,1
10982,10477,1
10981,10477,7
10477,10981,7
10311,10982,1
10982,10311,1
10311,9077,1
9077,10311,1
10983,10311,1
10311,10983,1
10982,10981,1
10981,10982,1
10982,10970,1
10970,10982,1
10477,10970,1
10970,10477,1
10982,10985,1
10985,10982,1
10981,10970,1
10970,10981,1
10477,10985,1
10985,10477,1
10970,10985,1
10985,10970,1
10970,10986,1
10986,10970,1
10477,10986,1
10986,10477,1
10986,10981,1
10981,10986,1
10983,10981,1
10981,10983,1
10477,10987,1
10987,10477,1
10987,10983,1
10983,10987,1
10477,10988,1
10988,10477,1
10987,10988,1
10988,10987,1
10983,10986,1
10986,10983,1
10987,10915,1
10915,10987,1
10970,10987,1
10987,10970,1
10986,10987,1
10987,10986,1
10952,10477,1
10477,10952,1
10970,10990,1
10990,10970,1
10477,10992,1
10992,10477,1
10986,10952,7
10952,10986,7
10737,10993,1
10993,10737,1
10981,10990,1
10990,10981,1
10737,10990,1
10990,10737,1
10477,10990,1
10990,10477,1
10952,10609,1
10609,10952,1
10477,10609,1
10609,10477,1
10952,4855,1
4855,10952,1
10477,4855,4
4855,10477,4
10952,10995,1
10995,10952,1
10952,10989,1
10989,10952,1
10995,10986,1
10986,10995,1
10477,10989,1
10989,10477,1
10986,10989,1
10989,10986,1
10477,10853,3
10853,10477,3
10744,10477,7
10477,10744,7
6066,10986,1
10986,6066,1
10609,10981,1
10981,10609,1
10986,10609,1
10609,10986,1
10986,10915,5
10915,10986,5
10986,10125,1
10125,10986,1
10125,10915,3
10915,10125,3
10915,10970,1
10970,10915,1
10915,10477,5
10477,10915,5
10970,10744,1
10744,10970,1
10744,10996,1
10996,10744,1
10915,10744,7
10744,10915,7
10970,10609,1
10609,10970,1
10744,10997,1
10997,10744,1
10999,10997,1
10997,10999,1
10999,8654,1
8654,10999,1
8654,10744,1
10744,8654,1
10744,10999,1
10999,10744,1
10744,11000,1
11000,10744,1
10998,11001,1
11001,10998,1
11002,11003,1
11003,11002,1
9559,11005,3
11005,9559,3
10915,9559,1
9559,10915,1
10915,10115,4
10115,10915,4
10915,10952,7
10952,10915,7
10115,10790,1
10790,10115,1
10790,11006,1
11006,10790,1
10915,11006,1
11006,10915,1
10915,11001,1
11001,10915,1
11007,10915,1
10915,11007,1
11008,11007,1
11007,11008,1
11008,10915,1
10915,11008,1
11009,11008,1
11008,11009,1
10915,11009,5
11009,10915,5
10915,11011,1
11011,10915,1
11012,11009,1
11009,11012,1
10786,11013,1
11013,10786,1
10786,11014,1
11014,10786,1
10952,11013,7
11013,10952,7
10952,10884,1
10884,10952,1
11012,11014,1
11014,11012,1
11014,11009,1
11009,11014,1
11012,10952,1
10952,11012,1
6649,11012,1
11012,6649,1
11009,10952,5
10952,11009,5
6649,11009,1
11009,6649,1
11015,10801,1
10801,11015,1
11015,10911,1
10911,11015,1
11015,3787,1
3787,11015,1
3787,10288,1
10288,3787,1
10288,11016,1
11016,10288,1
10952,11016,1
11016,10952,1
3787,10476,1
10476,3787,1
11016,10476,1
10476,11016,1
10952,11017,1
11017,10952,1
11019,11021,3
11021,11019,3
11018,11017,1
11017,11018,1
11021,11017,1
11017,11021,1
11021,11020,1
11020,11021,1
11017,11020,1
11020,11017,1
10952,11022,1
11022,10952,1
11017,11022,1
11022,11017,1
11018,11023,2
11023,11018,2
11018,10774,1
10774,11018,1
10774,10952,1
10952,10774,1
11018,10952,1
10952,11018,1
11026,11027,1
11027,11026,1
10288,11032,1
11032,10288,1
11032,10961,1
10961,11032,1
10945,11034,1
11034,10945,1
11034,10918,1
10918,11034,1
10918,11032,7
11032,10918,7
10918,11036,7
11036,10918,7
10918,10831,7
10831,10918,7
11032,11036,7
11036,11032,7
11039,10831,7
10831,11039,7
11038,10918,3
10918,11038,3
9892,10831,7
10831,9892,7
11039,11043,1
11043,11039,1
11036,11039,5
11039,11036,5
9892,11036,5
11036,9892,5
10831,11042,1
11042,10831,1
11036,10831,7
10831,11036,7
6784,10946,1
10946,6784,1
6784,11036,2
11036,6784,2
9892,6784,4
6784,9892,4
10831,11045,7
11045,10831,7
6784,11046,7
11046,6784,7
10831,10187,7
10187,10831,7
11046,10941,1
10941,11046,1
9977,10831,7
10831,9977,7
10934,8711,1
8711,10934,1
8711,10831,4
10831,8711,4
9977,8711,5
8711,9977,5
10831,9559,7
9559,10831,7
11055,10609,1
10609,11055,1
10609,11056,1
11056,10609,1
11055,11056,1
11056,11055,1
11057,11056,7
11056,11057,7
11055,10831,1
10831,11055,1
11058,10831,1
10831,11058,1
10831,11056,4
11056,10831,4
11057,10831,5
10831,11057,5
10831,10895,1
10895,10831,1
11059,10831,1
10831,11059,1
10831,11060,1
11060,10831,1
11060,7943,1
7943,11060,1
10895,11062,1
11062,10895,1
10895,11063,1
11063,10895,1
10831,11063,1
11063,10831,1
10895,11068,5
11068,10895,5
10962,4528,1
4528,10962,1
11062,10962,1
10962,11062,1
4528,10895,7
10895,4528,7
2996,9136,4
9136,2996,4
10941,2996,7
2996,10941,7
9136,11059,7
11059,9136,7
10941,9136,5
9136,10941,5
9136,10895,3
10895,9136,3
9062,10895,1
10895,9062,1
9136,4528,3
4528,9136,3
4528,11071,6
11071,4528,6
9136,11071,2
11071,9136,2
11071,9328,1
9328,11071,1
11071,10965,1
10965,11071,1
10831,9328,1
9328,10831,1
9328,10324,1
10324,9328,1
9328,11072,1
11072,9328,1
10242,11072,1
11072,10242,1
10559,10915,5
10915,10559,5
9977,10915,7
10915,9977,7
11074,10559,1
10559,11074,1
10559,10952,4
10952,10559,4
9977,10229,7
10229,9977,7
10915,4075,1
4075,10915,1
4075,9977,1
9977,4075,1
10915,11077,1
11077,10915,1
10915,11017,1
11017,10915,1
11017,11077,1
11077,11017,1
11077,9977,1
9977,11077,1
10915,10941,5
10941,10915,5
10915,11079,1
11079,10915,1
10915,8628,1
8628,10915,1
10915,11081,1
11081,10915,1
10941,8628,1
8628,10941,1
10915,10895,7
10895,10915,7
11080,10831,7
10831,11080,7
10860,10941,1
10941,10860,1
10915,10886,1
10886,10915,1
10915,10831,7
10831,10915,7
11080,10895,1
10895,11080,1
11088,11072,2
11072,11088,2
11090,11072,1
11072,11090,1
11091,11093,1
11093,11091,1
11088,7719,1
7719,11088,1
11090,7719,1
7719,11090,1
11072,11093,1
11093,11072,1
11090,11093,1
11093,11090,1
7719,11072,1
11072,7719,1
11092,7719,1
7719,11092,1
11093,10895,1
10895,11093,1
11072,11096,1
11096,11072,1
11094,11093,1
11093,11094,1
11090,10895,7
10895,11090,7
11092,10915,1
10915,11092,1
11093,10831,1
10831,11093,1
11072,8292,1
8292,11072,1
11094,7719,1
7719,11094,1
11093,10915,1
10915,11093,1
10915,8292,4
8292,10915,4
11092,11094,1
11094,11092,1
10915,11094,1
11094,10915,1
10915,11080,7
11080,10915,7
10831,11007,1
11007,10831,1
11007,10918,1
10918,11007,1
11094,11007,1
11007,11094,1
10918,5628,1
5628,10918,1
11098,9413,1
9413,11098,1
11099,10915,5
10915,11099,5
10915,11069,1
11069,10915,1
11099,10895,7
10895,11099,7
11069,11094,1
11094,11069,1
11069,11090,1
11090,11069,1
11090,9871,1
9871,11090,1
11101,10115,1
10115,11101,1
10915,9871,4
9871,10915,4
10115,11103,1
11103,10115,1
11101,9870,1
9870,11101,1
11103,10895,2
10895,11103,2
11072,11103,1
11103,11072,1
11099,10115,7
10115,11099,7
10895,11101,1
11101,10895,1
11072,11101,1
11101,11072,1
11103,11101,1
11101,11103,1
11103,9871,2
9871,11103,2
10923,11103,1
11103,10923,1
11082,9871,1
9871,11082,1
10895,9871,6
9871,10895,6
9977,11099,7
11099,9977,7
10895,11094,1
11094,10895,1
10930,10895,4
10895,10930,4
11101,11094,1
11094,11101,1
11094,10338,2
10338,11094,2
10338,10930,1
10930,10338,1
10895,10231,7
10231,10895,7
9977,10946,7
10946,9977,7
11049,11108,1
11108,11049,1
10710,11108,1
11108,10710,1
11110,9090,1
9090,11110,1
10231,9090,7
9090,10231,7
9090,3287,3
3287,9090,3
10231,10941,5
10941,10231,5
3287,9655,1
9655,3287,1
10710,11113,1
11113,10710,1
3287,10710,2
10710,3287,2
11113,10231,1
10231,11113,1
10941,9090,6
9090,10941,6
11113,11114,1
11114,11113,1
10231,11109,7
11109,10231,7
3287,11113,2
11113,3287,2
10710,11017,1
11017,10710,1
10710,11115,1
11115,10710,1
11113,11115,1
11115,11113,1
3287,11115,1
11115,3287,1
11113,10941,1
10941,11113,1
11115,10941,1
10941,11115,1
9090,11115,1
11115,9090,1
11117,10915,1
10915,11117,1
11115,11120,1
11120,11115,1
11118,10559,1
10559,11118,1
10915,11120,1
11120,10915,1
11115,10915,1
10915,11115,1
11118,10915,1
10915,11118,1
11115,11118,1
11118,11115,1
10559,11109,7
11109,10559,7
11118,10231,1
10231,11118,1
11115,10231,1
10231,11115,1
11115,10627,1
10627,11115,1
10231,10627,1
10627,10231,1
10137,6899,1
6899,10137,1
11121,10983,2
10983,11121,2
10137,11121,2
11121,10137,2
6899,10983,1
10983,6899,1
11122,11118,1
11118,11122,1
10983,11109,1
11109,10983,1
11118,11121,1
11121,11118,1
6899,11122,1
11122,6899,1
10559,10137,1
10137,10559,1
10983,11118,1
11118,10983,1
10137,11109,4
11109,10137,4
11121,11122,1
11122,11121,1
11121,11109,1
11109,11121,1
11123,10137,2
10137,11123,2
11109,11122,1
11122,11109,1
10983,10137,4
10137,10983,4
11121,10231,4
10231,11121,4
11123,11109,1
11109,11123,1
11017,11109,3
11109,11017,3
10231,10983,6
10983,10231,6
11109,11124,7
11124,11109,7
11126,11125,1
11125,11126,1
11127,10983,1
10983,11127,1
10231,11127,1
11127,10231,1
11127,8901,1
8901,11127,1
10941,8901,7
8901,10941,7
7794,10957,1
10957,7794,1
10983,10957,4
10957,10983,4
10957,11109,2
11109,10957,2
11124,6732,1
6732,11124,1
11128,6732,1
6732,11128,1
10983,6732,2
6732,10983,2
11128,10983,1
10983,11128,1
6732,10223,1
10223,6732,1
11128,6066,1
6066,11128,1
10941,10983,4
10983,10941,4
10941,11128,4
11128,10941,4
10941,11109,5
11109,10941,5
11128,10829,4
10829,11128,4
11128,11109,1
11109,11128,1
10941,11007,5
11007,10941,5
10829,11109,1
11109,10829,1
11128,11118,2
11118,11128,2
11109,10235,1
10235,11109,1
10829,11118,1
11118,10829,1
10235,11118,2
11118,10235,2
11128,11130,1
11130,11128,1
10829,11007,5
11007,10829,5
11109,11118,1
11118,11109,1
11130,10941,1
10941,11130,1
11118,10941,1
10941,11118,1
11109,11130,1
11130,11109,1
11128,10951,1
10951,11128,1
10829,10554,4
10554,10829,4
10231,11133,1
11133,10231,1
11133,10997,1
10997,11133,1
10231,6784,4
6784,10231,4
10997,6784,1
6784,10997,1
11133,2224,1
2224,11133,1
10944,11138,1
11138,10944,1
10944,11135,1
11135,10944,1
10944,10235,1
10235,10944,1
10944,10989,1
10989,10944,1
10710,11141,1
11141,10710,1
10989,10710,1
10710,10989,1
11143,10710,1
10710,11143,1
4513,11145,1
11145,4513,1
4513,11146,1
11146,4513,1
10739,4513,3
4513,10739,3
8920,10989,1
10989,8920,1
8920,10235,1
10235,8920,1
11149,10983,1
10983,11149,1
11150,10983,1
10983,11150,1
11149,11150,1
11150,11149,1
11150,11152,1
11152,11150,1
4626,11150,1
11150,4626,1
11131,11156,1
11156,11131,1
11150,11156,1
11156,11150,1
11131,11024,1
11024,11131,1
11151,11156,6
11156,11151,6
11131,10989,1
10989,11131,1
11150,10989,1
10989,11150,1
11150,8807,3
8807,11150,3
11158,11151,4
11151,11158,4
8807,11151,6
11151,8807,6
11151,11159,1
11159,11151,1
8807,10989,5
10989,8807,5
11159,11150,1
11150,11159,1
11150,10024,3
10024,11150,3
11150,8866,3
8866,11150,3
10024,10989,1
10989,10024,1
8807,8866,1
8866,8807,1
5763,8807,7
8807,5763,7
11160,7068,1
7068,11160,1
8866,11161,1
11161,8866,1
7068,11161,1
11161,7068,1
11160,8866,2
8866,11160,2
8866,11164,4
11164,8866,4
5763,10136,4
10136,5763,4
11167,11168,1
11168,11167,1
11169,9857,1
9857,11169,1
10982,11174,5
11174,10982,5
11173,10941,1
10941,11173,1
11173,10982,2
10982,11173,2
11176,11174,1
11174,11176,1
11176,2217,3
2217,11176,3
11174,11173,1
11173,11174,1
10982,2217,7
2217,10982,7
11173,11176,1
11176,11173,1
11177,11173,1
11173,11177,1
9919,11176,1
11176,9919,1
10941,11177,1
11177,10941,1
6732,11176,1
11176,6732,1
11177,6732,1
6732,11177,1
10941,11176,1
11176,10941,1
11176,11178,1
11178,11176,1
10941,11178,1
11178,10941,1
11176,11180,1
11180,11176,1
10982,11176,4
11176,10982,4
5763,11176,4
11176,5763,4
6784,8528,2
8528,6784,2
10941,10605,3
10605,10941,3
11176,10605,1
10605,11176,1
10941,9919,2
9919,10941,2
11176,9977,1
9977,11176,1
11181,10941,1
10941,11181,1
11176,11181,1
11181,11176,1
10941,9977,6
9977,10941,6
11176,11182,1
11182,11176,1
11182,9977,1
9977,11182,1
10941,11182,1
11182,10941,1
9777,10829,4
10829,9777,4
10941,9777,4
9777,10941,4
10829,11189,3
11189,10829,3
10829,10941,1
10941,10829,1
9777,11189,1
11189,9777,1
2782,10829,5
10829,2782,5
11189,11190,1
11190,11189,1
9777,11190,1
11190,9777,1
11190,10829,1
10829,11190,1
11191,10497,1
10497,11191,1
11195,9387,2
9387,11195,2
11194,11193,1
11193,11194,1
11194,11195,1
11195,11194,1
11193,11195,1
11195,11193,1
11061,11195,1
11195,11061,1
11194,11061,1
11061,11194,1
11195,10946,1
10946,11195,1
11195,11191,1
11191,11195,1
11194,11191,1
11191,11194,1
10946,11191,1
11191,10946,1
11061,11191,1
11191,11061,1
11195,9937,2
9937,11195,2
11061,10946,1
10946,11061,1
11061,9937,1
9937,11061,1
10946,9937,1
9937,10946,1
9937,11196,1
11196,9937,1
11061,3195,1
3195,11061,1
3195,11197,1
11197,3195,1
11198,3195,1
3195,11198,1
9695,10917,2
10917,9695,2
11197,11188,1
11188,11197,1
9931,11158,4
11158,9931,4
9931,10896,1
10896,9931,1
10829,10896,4
10896,10829,4
9931,11200,7
11200,9931,7
10829,10613,4
10613,10829,4
10982,11202,1
11202,10982,1
11202,10829,1
10829,11202,1
10613,10231,1
10231,10613,1
9518,10432,3
10432,9518,3
10829,10231,1
10231,10829,1
9931,10829,1
10829,9931,1
11202,10231,2
10231,11202,2
9518,10829,1
10829,9518,1
10231,9518,5
9518,10231,5
10829,11200,1
11200,10829,1
10829,11205,1
11205,10829,1
9518,11205,1
11205,9518,1
10829,10982,2
10982,10829,2
9931,10982,1
10982,9931,1
10829,11207,1
11207,10829,1
9931,11207,4
11207,9931,4
11206,9931,6
9931,11206,6
11056,11208,1
11208,11056,1
11208,11200,1
11200,11208,1
9931,11208,4
11208,9931,4
11200,11206,1
11206,11200,1
5612,9931,7
9931,5612,7
11208,11206,1
11206,11208,1
11206,5612,1
5612,11206,1
11206,10829,1
10829,11206,1
11206,10852,1
10852,11206,1
11206,11211,1
11211,11206,1
11208,6652,1
6652,11208,1
11206,6652,1
6652,11206,1
11208,11211,1
11211,11208,1
11206,10918,2
10918,11206,2
11211,11159,1
11159,11211,1
11159,7794,1
7794,11159,1
11206,11159,1
11159,11206,1
10918,11159,1
11159,10918,1
11212,11213,1
11213,11212,1
11213,11214,1
11214,11213,1
